,id,year,overall_pick,team,player,nationality,position,age,to_year,amateur_team,games_played,goals,assists,points,plus_minus,penalties_minutes,point_shares
11920,11921,1971,109,New York Rangers,Gene Sobchuk,CA,LW/C,20.0,1974.0,Regina Pats (WCHL),1.0,0.0,0.0,0.0,0.0,0.0,0.0
11922,11923,1971,111,New York Rangers,Andre Peloffy,FR,C,20.0,1975.0,Rosemont National (QMJHL),9.0,0.0,0.0,0.0,-8.0,0.0,-0.4
11924,11925,1971,113,Minnesota North Stars,Mike Antonovich,US,C,19.0,1984.0,Minnesota (WCHA),87.0,10.0,15.0,25.0,-27.0,37.0,-0.2
11929,11930,1970,1,Buffalo Sabres,Gilbert Perreault,CA,C,19.0,1987.0,Montreal Jr. Canadiens (OHA-Jr.),1191.0,512.0,814.0,1326.0,41.0,500.0,113.3
11930,11931,1970,2,Vancouver Canucks,Dale Tallon,CA,D,19.0,1980.0,Toronto Marlboros (OHA-Jr.),642.0,98.0,238.0,336.0,-113.0,568.0,47.5
11931,11932,1970,3,Boston Bruins,Reggie Leach,CA,RW,20.0,1983.0,Flin Flon Bombers (WCHL),934.0,381.0,285.0,666.0,127.0,387.0,57.8
11932,11933,1970,4,Boston Bruins,Rick MacLeish,CA,C,20.0,1984.0,Peterborough Petes (OHA-Jr.),846.0,349.0,410.0,759.0,154.0,434.0,66.5
11934,11935,1970,6,Montreal Canadiens,Chuck Lefley,CA,LW,20.0,1981.0,Brandon Wheat Kings (WCHL),407.0,128.0,164.0,292.0,53.0,137.0,24.0
11935,11936,1970,7,Pittsburgh Penguins,Greg Polis,CA,LW,20.0,1980.0,Estevan Bruins (WCHL),615.0,174.0,169.0,343.0,-82.0,391.0,24.0
11936,11937,1970,8,Toronto Maple Leafs,Darryl Sittler,CA,C,19.0,1985.0,London Knights (OHA-Jr.),1096.0,484.0,637.0,1121.0,57.0,948.0,95.9
11937,11938,1970,9,Boston Bruins,Ron Plumb,CA,D,20.0,1980.0,Peterborough Petes (OHA-Jr.),26.0,3.0,4.0,7.0,10.0,14.0,1.8
11938,11939,1970,10,Oakland Seals,Chris Oddleifson,CA,C,20.0,1981.0,Winnipeg Jets (WCHL),524.0,95.0,191.0,286.0,-17.0,464.0,15.9
11939,11940,1970,11,New York Rangers,Norm Gratton,CA,LW,19.0,1976.0,Montreal Jr. Canadiens (OHA-Jr.),201.0,39.0,45.0,84.0,-29.0,64.0,3.8
11940,11941,1970,12,Detroit Red Wings,Serge Lajeunesse,CA,D/RW,20.0,1975.0,Montreal Jr. Canadiens (OHA-Jr.),103.0,1.0,4.0,5.0,-43.0,103.0,1.4
11941,11942,1970,13,Boston Bruins,Bob Stewart,CA,D,19.0,1980.0,Oshawa Generals (OHA-Jr.),575.0,27.0,101.0,128.0,-257.0,809.0,19.1
11942,11943,1970,14,Chicago Blackhawks,Dan Maloney,CA,LW,19.0,1982.0,London Knights (OHA-Jr.),737.0,192.0,259.0,451.0,47.0,1489.0,32.3
11943,11944,1970,15,Buffalo Sabres,Butch Deadmarsh,CA,LW,20.0,1975.0,Brandon Wheat Kings (WCHL),137.0,12.0,5.0,17.0,-23.0,155.0,-1.7
11944,11945,1970,16,Vancouver Canucks,Jim Hargreaves,CA,D,20.0,1973.0,Winnipeg Jets (WCHL),66.0,1.0,7.0,8.0,-34.0,105.0,0.8
11945,11946,1970,17,Minnesota North Stars,Buster Harvey,CA,RW,20.0,1977.0,Hamilton Red Wings (OHA-Jr.),407.0,90.0,118.0,208.0,-50.0,131.0,12.4
11946,11947,1970,18,Philadelphia Flyers,Bill Clement,CA,C,19.0,1982.0,Ottawa 67's (OHA-Jr.),719.0,148.0,208.0,356.0,-21.0,383.0,19.0
11947,11948,1970,19,Oakland Seals,Pete Laframboise,CA,LW/C,20.0,1975.0,Ottawa 67's (OHA-Jr.),227.0,33.0,55.0,88.0,-89.0,70.0,1.7
11948,11949,1970,20,Minnesota North Stars,Fred Barrett,CA,D,20.0,1984.0,Toronto Marlboros (OHA-Jr.),745.0,25.0,123.0,148.0,-107.0,671.0,35.4
11949,11950,1970,21,Pittsburgh Penguins,John Stewart,CA,LW,20.0,1975.0,Flin Flon Bombers (WCHL),258.0,58.0,60.0,118.0,-64.0,158.0,6.3
11950,11951,1970,22,Toronto Maple Leafs,Errol Thompson,CA,LW,20.0,1981.0,Charlottetown (NBSHL),599.0,208.0,185.0,393.0,-15.0,184.0,30.9
11952,11953,1970,24,Los Angeles Kings,Al McDonough,CA,RW,20.0,1978.0,St. Catharines Black Hawks (OHA-Jr.),237.0,73.0,88.0,161.0,3.0,73.0,13.8
11953,11954,1970,25,New York Rangers,Mike Murphy,CA,RW,20.0,1983.0,Toronto Marlboros (OHA-Jr.),831.0,238.0,318.0,556.0,5.0,514.0,41.1
11954,11955,1970,26,Detroit Red Wings,Bobby Guindon,CA,LW,19.0,1980.0,Montreal Jr. Canadiens (OHA-Jr.),6.0,0.0,1.0,1.0,2.0,0.0,0.0
11955,11956,1970,27,Boston Bruins,Dan Bouchard,CA,G,19.0,1986.0,London Knights (OHA-Jr.),656.0,0.0,28.0,28.0,0.0,255.0,113.7
11956,11957,1970,28,Chicago Blackhawks,Michel Archambault,CA,LW,19.0,1977.0,Drummondville Rangers (QMJHL),3.0,0.0,0.0,0.0,-3.0,0.0,-0.2
11958,11959,1970,30,Vancouver Canucks,Ed Dyck,CA,G,19.0,1974.0,Calgary Centennials (WCHL),49.0,0.0,0.0,0.0,0.0,0.0,2.4
11960,11961,1970,32,Philadelphia Flyers,Bob Kelly,CA,LW,19.0,1982.0,Oshawa Generals (OHA-Jr.),837.0,154.0,208.0,362.0,109.0,1454.0,19.1
