,id,year,overall_pick,team,player,nationality,position,age,to_year,amateur_team,games_played,goals,assists,points,plus_minus,penalties_minutes,point_shares
1549,1550,2015,24,Philadelphia Flyers,Travis Konecny,CA,C,18.0,2022.0,Ottawa 67's (OHL),428.0,110.0,161.0,271.0,-18.0,266.0,26.7
1550,1551,2015,25,Winnipeg Jets,Jack Roslovic,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),309.0,60.0,86.0,146.0,-3.0,44.0,13.3
1551,1552,2015,26,Montreal Canadiens,Noah Juulsen,CA,D,18.0,2022.0,Everett Silvertips (WHL),56.0,2.0,8.0,10.0,-1.0,10.0,2.0
1552,1553,2015,27,Anaheim Ducks,Jacob Larsson,SE,D,18.0,2022.0,Frolunda HC Jr. (Sweden Jr.),165.0,3.0,21.0,24.0,-26.0,46.0,4.1
1553,1554,2015,28,New York Islanders,Anthony Beauvillier,CA,LW,18.0,2022.0,Shawinigan Cataractes (QMJHL),408.0,93.0,96.0,189.0,-2.0,73.0,18.8
1554,1555,2015,29,Columbus Blue Jackets,Gabriel Carlsson,SE,D,18.0,2022.0,Linkoping HC Jr. (Sweden Jr.),75.0,3.0,13.0,16.0,-4.0,22.0,2.4
1555,1556,2015,30,Arizona Coyotes,Nicholas Merkley,CA,RW,18.0,2022.0,Kelowna Rockets (WHL),41.0,4.0,11.0,15.0,-7.0,11.0,0.9
1557,1558,2015,32,Arizona Coyotes,Christian Fischer,US,RW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),318.0,43.0,41.0,84.0,-53.0,77.0,5.2
1558,1559,2015,33,Tampa Bay Lightning,Mitchell Stephens,CA,C,18.0,2022.0,Saginaw Spirit (OHL),72.0,3.0,10.0,13.0,-22.0,18.0,-0.6
1559,1560,2015,34,Toronto Maple Leafs,Travis Dermott,CA,D,18.0,2022.0,Erie Otters (OHL),268.0,13.0,41.0,54.0,33.0,100.0,11.1
1560,1561,2015,35,Carolina Hurricanes,Sebastian Aho,FI,RW,18.0,2022.0,Karpat (Finland),445.0,182.0,219.0,401.0,72.0,172.0,48.6
1562,1563,2015,37,Boston Bruins,Brandon Carlo,US,D,18.0,2022.0,Tri-City Americans (WHL),403.0,21.0,49.0,70.0,60.0,227.0,22.3
1564,1565,2015,39,Colorado Avalanche,A.J. Greer,CA,LW,18.0,2022.0,Boston University (H-East),47.0,2.0,6.0,8.0,-2.0,56.0,0.3
1565,1566,2015,40,Colorado Avalanche,Nicolas Meloche,CA,D,18.0,2022.0,Baie-Comeau Drakkar (QMJHL),57.0,2.0,6.0,8.0,-16.0,39.0,1.3
1567,1568,2015,42,New Jersey Devils,Mackenzie Blackwood,CA,G,18.0,2022.0,Barrie Colts (OHL),130.0,0.0,1.0,1.0,0.0,0.0,21.8
1568,1569,2015,43,Los Angeles Kings,Erik Cernak,SK,D,18.0,2022.0,HC Kosice (Slovakia),226.0,16.0,43.0,59.0,51.0,201.0,14.1
1570,1571,2015,45,Boston Bruins,Jakob Forsbacka Karlsson,SE,C,18.0,2019.0,Omaha Lancers (USHL),29.0,3.0,6.0,9.0,1.0,2.0,0.7
1571,1572,2015,46,Pittsburgh Penguins,Daniel Sprong,NL,RW,18.0,2022.0,Charlottetown Islanders (QMJHL),202.0,46.0,24.0,70.0,-10.0,30.0,7.4
1572,1573,2015,47,Winnipeg Jets,Jansen Harkins,US,C,18.0,2022.0,Prince George Cougars (WHL),132.0,10.0,12.0,22.0,-12.0,24.0,0.6
1573,1574,2015,48,Ottawa Senators,Filip Chlapik,CZ,C,18.0,2021.0,Charlottetown Islanders (QMJHL),57.0,5.0,6.0,11.0,-13.0,18.0,0.2
1574,1575,2015,49,Dallas Stars,Roope Hintz,FI,LW,18.0,2022.0,Ilves (Finland),239.0,80.0,90.0,170.0,20.0,72.0,19.9
1575,1576,2015,50,Minnesota Wild,Jordan Greenway,US,LW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),272.0,36.0,76.0,112.0,21.0,201.0,8.8
1576,1577,2015,51,Buffalo Sabres,Brendan Guhle,CA,D,18.0,2022.0,Prince Albert Raiders (WHL),65.0,4.0,10.0,14.0,-9.0,24.0,2.5
1577,1578,2015,52,Boston Bruins,Jeremy Lauzon,CA,D,18.0,2022.0,Rouyn-Noranda Huskies (QMJHL),142.0,5.0,13.0,18.0,6.0,152.0,5.4
1578,1579,2015,53,Calgary Flames,Rasmus Andersson,SE,D,18.0,2022.0,Barrie Colts (OHL),298.0,16.0,96.0,112.0,29.0,146.0,19.5
1580,1581,2015,55,Nashville Predators,Yakov Trenin,RU,C,18.0,2022.0,Gatineau Olympiques (QMJHL),146.0,24.0,17.0,41.0,12.0,77.0,3.7
1581,1582,2015,56,St. Louis Blues,Vince Dunn,CA,D,18.0,2022.0,Niagara IceDogs (OHL),340.0,39.0,98.0,137.0,1.0,173.0,23.7
1582,1583,2015,57,Washington Capitals,Jonas Siegenthaler,CH,D,18.0,2022.0,ZSC Lions (Swiss),175.0,3.0,24.0,27.0,3.0,99.0,5.2
1583,1584,2015,58,Columbus Blue Jackets,Kevin Stenlund,SE,C,18.0,2022.0,HV71 Jr. (Sweden Jr.),71.0,11.0,9.0,20.0,-2.0,22.0,1.7
1585,1586,2015,60,Calgary Flames,Oliver Kylington,SE,D,18.0,2022.0,Farjestad BK (Sweden),168.0,14.0,33.0,47.0,30.0,40.0,10.0
1588,1589,2015,63,Arizona Coyotes,Kyle Capobianco,CA,D,18.0,2022.0,Sudbury Wolves (OHL),59.0,3.0,7.0,10.0,-18.0,42.0,1.0
1591,1592,2015,66,Vancouver Canucks,Guillaume Brisebois,CA,D,18.0,2022.0,Acadie-Bathurst Titan (QMJHL),10.0,0.0,0.0,0.0,-5.0,0.0,-0.3
1592,1593,2015,67,New Jersey Devils,Blake Speers,CA,C,18.0,2022.0,Soo Greyhounds (OHL),5.0,0.0,0.0,0.0,-3.0,2.0,-0.2
1594,1595,2015,69,Columbus Blue Jackets,Keegan Kolesar,CA,RW,18.0,2022.0,Seattle Thunderbirds (WHL),122.0,10.0,27.0,37.0,-10.0,98.0,1.9
1595,1596,2015,70,Philadelphia Flyers,Felix Sandstrom,SE,G,18.0,2022.0,Brynas IF Jr. (Sweden Jr.),5.0,0.0,0.0,0.0,0.0,0.0,1.0
1596,1597,2015,71,Colorado Avalanche,Jean-Christophe Beaudin,CA,C,18.0,2020.0,Rouyn-Noranda Huskies (QMJHL),22.0,0.0,1.0,1.0,-4.0,7.0,-0.4
1597,1598,2015,72,Tampa Bay Lightning,Anthony Cirelli,CA,C,18.0,2022.0,Oshawa Generals (OHL),294.0,66.0,93.0,159.0,79.0,150.0,16.3
1600,1601,2015,75,Boston Bruins,Daniel Vladar,CZ,G,18.0,2022.0,Rytiri Kladno (Czech-2),28.0,0.0,1.0,1.0,0.0,0.0,3.8
1601,1602,2015,76,Arizona Coyotes,Adin Hill,CA,G,19.0,2022.0,Portland Winterhawks (WHL),74.0,0.0,2.0,2.0,0.0,2.0,11.1
1602,1603,2015,77,Florida Panthers,Sam Montembeault,CA,G,18.0,2022.0,Blainville-Boisbriand Armada (QMJHL),63.0,0.0,1.0,1.0,0.0,0.0,6.8
1610,1611,2015,85,Nashville Predators,Thomas Novak,US,C,18.0,2022.0,Waterloo Black Hawks (USHL),27.0,1.0,6.0,7.0,-4.0,2.0,0.1
1612,1613,2015,87,Montreal Canadiens,Lukas Vejdemo,SE,C,19.0,2022.0,Djurgardens IF Jr. (Sweden Jr.),13.0,2.0,0.0,2.0,-3.0,0.0,0.1
1614,1615,2015,89,New York Rangers,Aleksi Saarela,FI,C,18.0,2020.0,Assat (Finland),9.0,2.0,2.0,4.0,2.0,0.0,0.5
1616,1617,2015,91,Chicago Blackhawks,Dennis Gilbert,US,D,18.0,2021.0,Chicago Steel (USHL),25.0,1.0,2.0,3.0,-8.0,45.0,0.0
1617,1618,2015,92,Buffalo Sabres,William Borgen,US,D,18.0,2022.0,Moorhead HS (High-MN),50.0,2.0,6.0,8.0,-8.0,32.0,1.2
1621,1622,2015,96,Carolina Hurricanes,Nicolas Roy,CA,C,18.0,2022.0,Chicoutimi Sagueneens (QMJHL),163.0,26.0,38.0,64.0,23.0,75.0,5.9
1622,1623,2015,97,New Jersey Devils,Colton White,CA,D,18.0,2022.0,Soo Greyhounds (OHL),38.0,0.0,4.0,4.0,-3.0,14.0,0.7
1624,1625,2015,99,Los Angeles Kings,Austin Wagner,CA,LW,18.0,2021.0,Regina Pats (WHL),171.0,22.0,18.0,40.0,-17.0,70.0,3.2
1625,1626,2015,100,Nashville Predators,Anthony Richard,CA,C,18.0,2020.0,Val-d'Or Foreurs (QMJHL),2.0,0.0,0.0,0.0,-2.0,0.0,-0.1
1626,1627,2015,101,Colorado Avalanche,Andrei Mironov,RU,D,21.0,2018.0,Dynamo Moskva (Russia),10.0,1.0,2.0,3.0,2.0,12.0,0.7
1627,1628,2015,102,Florida Panthers,Denis Malgin,CH,C,18.0,2020.0,ZSC Lions (Swiss),192.0,28.0,32.0,60.0,-20.0,42.0,4.3
1629,1630,2015,104,Philadelphia Flyers,Mikhail Vorobyev,RU,C,18.0,2020.0,Tolpar Ufa (Russia Jr.),35.0,2.0,3.0,5.0,-5.0,8.0,-0.1
1632,1633,2015,107,Ottawa Senators,Christian Wolanin,CA,D,20.0,2022.0,Muskegon Lumberjacks (USHL),70.0,6.0,14.0,20.0,-7.0,16.0,3.1
1640,1641,2015,115,Nashville Predators,Alexandre Carrier,CA,D,18.0,2022.0,Gatineau Olympiques (QMJHL),101.0,4.0,29.0,33.0,32.0,60.0,7.7
1641,1642,2015,116,St. Louis Blues,Glenn Gawdin,CA,C,18.0,2022.0,Swift Current Broncos (WHL),9.0,0.0,1.0,1.0,-1.0,2.0,0.0
1642,1643,2015,117,Edmonton Oilers,Caleb Jones,US,D,18.0,2022.0,USA U-18 Development Team (USDP/USHL),144.0,10.0,24.0,34.0,-20.0,40.0,5.4
1645,1646,2015,120,Tampa Bay Lightning,Mathieu Joseph,CA,RW,18.0,2022.0,Saint John Sea Dogs (QMJHL),232.0,41.0,41.0,82.0,18.0,81.0,7.9
1648,1649,2015,123,Arizona Coyotes,Conor Garland,US,RW,19.0,2022.0,Moncton Wildcats (QMJHL),241.0,66.0,82.0,148.0,17.0,94.0,16.8
1649,1650,2015,124,Edmonton Oilers,Ethan Bear,CA,D,18.0,2022.0,Seattle Thunderbirds (WHL),190.0,13.0,34.0,47.0,-15.0,77.0,8.5
1650,1651,2015,125,Toronto Maple Leafs,Dmytro Timashov,UA,LW,18.0,2021.0,Quebec Remparts (QMJHL),45.0,4.0,5.0,9.0,-1.0,16.0,0.6
1652,1653,2015,127,St. Louis Blues,Niko Mikkola,FI,D,19.0,2022.0,KalPa Jr. (Finland Jr.),89.0,4.0,13.0,17.0,-14.0,66.0,1.9
1653,1654,2015,128,Philadelphia Flyers,David Kase,CZ,RW,18.0,2021.0,Pirati Chomutov (Czech-2),7.0,1.0,0.0,1.0,1.0,0.0,0.1
1660,1661,2015,135,Minnesota Wild,Kirill Kaprizov,RU,LW,18.0,2022.0,Metallurg Novokuznetsk (Russia),136.0,74.0,85.0,159.0,37.0,50.0,19.3
1662,1663,2015,137,Pittsburgh Penguins,Dominik Simon,CZ,C,21.0,2022.0,HC Plzen (Czech),256.0,22.0,55.0,77.0,0.0,80.0,4.7
1664,1665,2015,139,Ottawa Senators,Christian Jaros,SK,D,19.0,2022.0,Lulea HF Jr. (Sweden Jr.),94.0,1.0,13.0,14.0,-24.0,37.0,0.8
1665,1666,2015,140,Detroit Red Wings,Chase Pearson,CA,C,18.0,2022.0,Youngstown Phantoms (USHL),3.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,1668,2015,142,San Jose Sharks,Rudolfs Balcers,LV,LW,18.0,2022.0,Stavanger (Norway),153.0,25.0,32.0,57.0,-18.0,46.0,4.3
1670,1671,2015,145,Nashville Predators,Karel Vejmelka,CZ,G,19.0,2022.0,HC Pardubice Jr. (Czech Jr.),52.0,0.0,0.0,0.0,0.0,0.0,7.6
1673,1674,2015,148,Anaheim Ducks,Troy Terry,US,C RW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),204.0,52.0,63.0,115.0,-9.0,52.0,11.4
1674,1675,2015,149,Vancouver Canucks,Adam Gaudette,US,C,18.0,2022.0,Cedar Rapids RoughRiders (USHL),218.0,27.0,43.0,70.0,-37.0,84.0,4.4
1679,1680,2015,154,Edmonton Oilers,John Marino,US,D,18.0,2022.0,South Shore (USPHL Premier),189.0,10.0,54.0,64.0,23.0,51.0,11.9
1682,1683,2015,157,New Jersey Devils,Brett Seney,CA,LW,19.0,2022.0,Merrimack (H-East),55.0,5.0,8.0,13.0,-15.0,31.0,0.5
1683,1684,2015,158,Philadelphia Flyers,Cooper Marody,US,C,18.0,2022.0,Sioux Falls Stampede (USHL),7.0,0.0,1.0,1.0,-1.0,0.0,0.0
1684,1685,2015,159,Columbus Blue Jackets,Vladislav Gavrikov,RU,D,19.0,2022.0,Lokomotiv Yaroslavl (Russia),204.0,12.0,51.0,63.0,-15.0,100.0,10.7
1690,1691,2015,165,Boston Bruins,Cameron Hughes,CA,C,18.0,2021.0,Wisconsin (Big Ten),2.0,0.0,0.0,0.0,-2.0,0.0,-0.1
1691,1692,2015,166,Calgary Flames,Andrew Mangiapane,CA,LW,19.0,2022.0,Barrie Colts (OHL),260.0,78.0,54.0,132.0,33.0,94.0,15.9
1693,1694,2015,168,Winnipeg Jets,Mason Appleton,US,C,19.0,2022.0,Tri-City Storm (USHL),206.0,28.0,36.0,64.0,10.0,68.0,5.4
1705,1706,2015,180,Tampa Bay Lightning,Bokondji Imama,CA,LW,19.0,2022.0,Saint John Sea Dogs (QMJHL),4.0,1.0,0.0,1.0,-2.0,5.0,0.1
1708,1709,2015,183,Arizona Coyotes,Erik Kallgren,SE,G,18.0,2022.0,Linkoping HC Jr. (Sweden Jr.),14.0,0.0,0.0,0.0,0.0,2.0,1.4
1711,1712,2015,186,Carolina Hurricanes,Steven Lorentz,CA,C; LW,19.0,2022.0,Peterborough Petes (OHL),112.0,10.0,11.0,21.0,1.0,16.0,1.1
1714,1715,2015,189,Columbus Blue Jackets,Markus Nutivaara,FI,D,21.0,2022.0,Karpat (Finland),275.0,17.0,54.0,71.0,26.0,42.0,15.0
1719,1720,2015,194,Los Angeles Kings,Matt Roy,CA,D,20.0,2022.0,Michigan Tech (WCHA),206.0,10.0,45.0,55.0,38.0,54.0,14.4
1723,1724,2015,198,Winnipeg Jets,Sami Niku,FI,D,18.0,2022.0,JYP-Aktemia (Finland-2),67.0,2.0,14.0,16.0,-2.0,24.0,2.3
1724,1725,2015,199,Ottawa Senators,Joey Daccord,US,G,19.0,2022.0,Cushing Academy (High-MA),14.0,0.0,0.0,0.0,0.0,0.0,1.0
1737,1738,2014,1,Florida Panthers,Aaron Ekblad,CA,D,18.0,2022.0,Barrie Colts (OHL),554.0,97.0,194.0,291.0,72.0,334.0,54.9
1738,1739,2014,2,Buffalo Sabres,Sam Reinhart,CA,C,18.0,2022.0,Kootenay Ice (WHL),532.0,167.0,210.0,377.0,-72.0,103.0,38.6
1739,1740,2014,3,Edmonton Oilers,Leon Draisaitl,DE,C,18.0,2022.0,Prince Albert Raiders (WHL),558.0,254.0,362.0,616.0,22.0,206.0,71.5
1740,1741,2014,4,Calgary Flames,Samuel Bennett,CA,C,18.0,2022.0,Kingston Frontenacs (OHL),483.0,101.0,103.0,204.0,-28.0,426.0,17.7
1741,1742,2014,5,New York Islanders,Michael Dal Colle,CA,LW,18.0,2022.0,Oshawa Generals (OHL),112.0,8.0,13.0,21.0,-3.0,18.0,0.7
1742,1743,2014,6,Vancouver Canucks,Jake Virtanen,CA,RW,18.0,2021.0,Calgary Hitmen (WHL),317.0,55.0,45.0,100.0,-29.0,219.0,8.5
1743,1744,2014,7,Carolina Hurricanes,Haydn Fleury,CA,D,18.0,2022.0,Red Deer Rebels (WHL),215.0,9.0,22.0,31.0,-12.0,45.0,6.7
1744,1745,2014,8,Toronto Maple Leafs,William Nylander,CA,C/RW,18.0,2022.0,MODO Hockey (Sweden),439.0,137.0,206.0,343.0,13.0,106.0,36.0
1745,1746,2014,9,Winnipeg Jets,Nikolaj Ehlers,DK,LW,18.0,2022.0,Halifax Mooseheads (QMJHL),478.0,164.0,194.0,358.0,67.0,165.0,42.5
1746,1747,2014,10,Anaheim Ducks,Nicholas Ritchie,CA,LW,18.0,2022.0,Peterborough Petes (OHL),407.0,71.0,89.0,160.0,-8.0,430.0,14.8
1747,1748,2014,11,Nashville Predators,Kevin Fiala,CH,LW,18.0,2022.0,HV71 Jr. (Sweden Jr.),419.0,124.0,159.0,283.0,17.0,217.0,30.0
1748,1749,2014,12,Arizona Coyotes,Brendan Perlini,GB,LW,18.0,2022.0,Niagara IceDogs (OHL),262.0,50.0,31.0,81.0,-43.0,92.0,6.8
1749,1750,2014,13,Washington Capitals,Jakub Vrana,CZ,L/RW,18.0,2022.0,Linkoping HC (Sweden),321.0,97.0,90.0,187.0,29.0,85.0,22.0
1750,1751,2014,14,Dallas Stars,Julius Honka,FI,D,18.0,2019.0,Swift Current Broncos (WHL),87.0,2.0,11.0,13.0,-7.0,28.0,2.3
1751,1752,2014,15,Detroit Red Wings,Dylan Larkin,US,C,18.0,2022.0,USA U-18 Development Team (USDP/USHL),504.0,147.0,211.0,358.0,-85.0,327.0,33.8
1752,1753,2014,16,Columbus Blue Jackets,Sonny Milano,US,LW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),197.0,36.0,45.0,81.0,-26.0,46.0,6.8
1753,1754,2014,17,Philadelphia Flyers,Travis Sanheim,CA,D,18.0,2022.0,Calgary Hitmen (WHL),335.0,29.0,87.0,116.0,-19.0,131.0,18.5
1754,1755,2014,18,Minnesota Wild,Alex Tuch,US,RW,18.0,2022.0,USA U-18 Development Team (USDP/USHL),305.0,73.0,104.0,177.0,16.0,85.0,17.8
1755,1756,2014,19,Tampa Bay Lightning,Anthony Deangelo,US,D,18.0,2022.0,Sarnia Sting (OHL),270.0,34.0,123.0,157.0,11.0,232.0,24.0
1756,1757,2014,20,Chicago Blackhawks,Nick Schmaltz,US,C,18.0,2022.0,Green Bay Gamblers (USHL),364.0,78.0,163.0,241.0,2.0,82.0,22.9
1757,1758,2014,21,St. Louis Blues,Robert Fabbri,CA,C,18.0,2022.0,Guelph Storm (OHL),302.0,73.0,79.0,152.0,-75.0,129.0,13.7
1758,1759,2014,22,Pittsburgh Penguins,Kasperi Kapanen,FI,RW,18.0,2022.0,KalPa (Finland),321.0,63.0,89.0,152.0,23.0,78.0,13.6
1760,1761,2014,24,Vancouver Canucks,Jared McCann,CA,C,18.0,2022.0,Soo Greyhounds (OHL),427.0,93.0,112.0,205.0,0.0,155.0,20.4
1761,1762,2014,25,Boston Bruins,David Pastrnak,CZ,RW,18.0,2022.0,Sodertalje SK (Sweden-2),510.0,240.0,264.0,504.0,86.0,215.0,66.2
1762,1763,2014,26,Montreal Canadiens,Nikita Scherbak,RU,RW,18.0,2019.0,Saskatoon Blades (WHL),37.0,6.0,2.0,8.0,-8.0,10.0,0.5
1763,1764,2014,27,San Jose Sharks,Nikolay Goldobin,RU,RW,18.0,2020.0,Sarnia Sting (OHL),125.0,19.0,27.0,46.0,-23.0,24.0,3.3
1764,1765,2014,28,New York Islanders,Joshua Ho-Sang,CA,C/RW,18.0,2019.0,Windsor Spitfires (OHL),53.0,7.0,17.0,24.0,-4.0,20.0,1.7
1765,1766,2014,29,Los Angeles Kings,Adrian Kempe,SE,LW,18.0,2022.0,MODO Hockey (Sweden),390.0,90.0,96.0,186.0,-32.0,208.0,17.9
1766,1767,2014,30,New Jersey Devils,John Quenneville,CA,C,18.0,2020.0,Brandon Wheat Kings (WHL),42.0,2.0,3.0,5.0,-4.0,6.0,-0.1
1767,1768,2014,31,Buffalo Sabres,Brendan Lemieux,US,LW,18.0,2022.0,Barrie Colts (OHL),230.0,31.0,29.0,60.0,-7.0,410.0,4.8
1768,1769,2014,32,Florida Panthers,Jayce Hawryluk,CA,C,18.0,2021.0,Brandon Wheat Kings (WHL),98.0,12.0,15.0,27.0,-14.0,41.0,1.8
1769,1770,2014,33,St. Louis Blues,Ivan Barbashev,RU,C/LW,18.0,2022.0,Moncton Wildcats (QMJHL),351.0,68.0,81.0,149.0,12.0,92.0,14.2
1772,1773,2014,36,Vancouver Canucks,Thatcher Demko,US,G,18.0,2022.0,Boston College (H-East),136.0,0.0,3.0,3.0,0.0,2.0,26.0
1773,1774,2014,37,Carolina Hurricanes,Alex Nedeljkovic,US,G,18.0,2022.0,Plymouth Whalers (OHL),88.0,0.0,3.0,3.0,0.0,6.0,15.0
1774,1775,2014,38,Anaheim Ducks,Marcus Pettersson,SE,D,18.0,2022.0,Skelleftea AIK Jr. (Sweden Jr.),294.0,9.0,70.0,79.0,47.0,167.0,16.0
1775,1776,2014,39,Washington Capitals,Vitek Vanecek,CZ,G,18.0,2022.0,Bili Tygri Liberec Jr. (Czech Jr.),79.0,0.0,0.0,0.0,0.0,0.0,12.3
1776,1777,2014,40,Ottawa Senators,Andreas Englund,SE,D,18.0,2020.0,Djurgardens IF (Sweden-2),33.0,0.0,3.0,3.0,-12.0,24.0,-0.3
1777,1778,2014,41,New Jersey Devils,Joshua Jacobs,US,D,18.0,2020.0,Indiana Ice (USHL),3.0,0.0,0.0,0.0,0.0,2.0,0.1
1778,1779,2014,42,Nashville Predators,Vladislav Kamenev,RU,LW,18.0,2020.0,Stalnye Lisy Magnitogorsk (Russia Jr.),66.0,3.0,10.0,13.0,-7.0,20.0,0.3
1779,1780,2014,43,Arizona Coyotes,Ryan MacInnis,US,C,18.0,2022.0,Kitchener Rangers (OHL),27.0,0.0,1.0,1.0,-2.0,0.0,-0.4
1784,1785,2014,48,Philadelphia Flyers,Nicolas Aube-Kubel,CA,RW,18.0,2022.0,Val-d'Or Foreurs (QMJHL),169.0,21.0,29.0,50.0,10.0,110.0,4.2
1786,1787,2014,50,Los Angeles Kings,Roland McKeown,CA,D,18.0,2018.0,Kingston Frontenacs (OHL),10.0,0.0,3.0,3.0,3.0,19.0,0.7
1788,1789,2014,52,St. Louis Blues,Maxim Letunov,RU,C,18.0,2020.0,Youngstown Phantoms (USHL),3.0,1.0,0.0,1.0,0.0,0.0,0.2
1791,1792,2014,55,Anaheim Ducks,Brandon Montour,CA,D,20.0,2022.0,Waterloo Black Hawks (USHL),374.0,42.0,104.0,146.0,30.0,228.0,28.1
1792,1793,2014,56,Boston Bruins,Ryan Donato,US,C,18.0,2022.0,Dexter Southfield School (High-MA),254.0,51.0,57.0,108.0,-31.0,70.0,9.7
1794,1795,2014,58,Arizona Coyotes,Christian Dvorak,US,LW,18.0,2022.0,London Knights (OHL),358.0,78.0,101.0,179.0,-38.0,94.0,16.3
1795,1796,2014,59,New York Rangers,Brandon Halverson,US,G,18.0,2018.0,Soo Greyhounds (OHL),1.0,0.0,0.0,0.0,0.0,0.0,0.0
1797,1798,2014,61,Buffalo Sabres,Jonas Johansson,SE,G,18.0,2022.0,Brynas IF Jr. (Sweden Jr.),32.0,0.0,0.0,0.0,0.0,0.0,2.4
1799,1800,2014,63,Detroit Red Wings,Dominic Turgeon,CA,C,18.0,2019.0,Portland Winterhawks (WHL),9.0,0.0,0.0,0.0,-5.0,2.0,-0.3
1801,1802,2014,65,Florida Panthers,Juho Lammikko,FI,RW,18.0,2022.0,Assat Jr. (Finland Jr.),159.0,11.0,15.0,26.0,-21.0,30.0,-0.2
1802,1803,2014,66,Vancouver Canucks,Nikita Tryamkin,RU,D,20.0,2017.0,Avtomobilist Yekaterinburg (Russia),79.0,3.0,8.0,11.0,-10.0,74.0,2.5
1803,1804,2014,67,Carolina Hurricanes,Warren Foegele,CA,LW,18.0,2022.0,St. Andrew's College (High-ON),282.0,47.0,47.0,94.0,-10.0,98.0,7.6
1804,1805,2014,68,Toronto Maple Leafs,Rinat Valiev,RU,D,19.0,2018.0,Kootenay Ice (WHL),12.0,0.0,0.0,0.0,0.0,2.0,0.2
1809,1810,2014,73,Montreal Canadiens,Brett Lernout,CA,D,18.0,2018.0,Swift Current Broncos (WHL),21.0,0.0,1.0,1.0,-6.0,6.0,0.0
1812,1813,2014,76,Columbus Blue Jackets,Elvis Merzlikins,LV,G,20.0,2022.0,HC Lugano (Swiss),120.0,0.0,3.0,3.0,0.0,8.0,22.7
1814,1815,2014,78,New York Islanders,Ilya Sorokin,RU,G,19.0,2022.0,Metallurg Novokuznetsk (Russia),74.0,0.0,0.0,0.0,0.0,0.0,16.0
1815,1816,2014,79,Tampa Bay Lightning,Brayden Point,CA,C,18.0,2022.0,Moose Jaw Warriors (WHL),417.0,167.0,201.0,368.0,74.0,121.0,42.8
1816,1817,2014,80,Minnesota Wild,Louis Belpedio,US,D,18.0,2021.0,USA U-18 Development Team (USDP/USHL),4.0,0.0,2.0,2.0,0.0,0.0,0.3
1818,1819,2014,82,St. Louis Blues,Jake Walman,CA,D,18.0,2022.0,Toronto (OJHL),76.0,4.0,8.0,12.0,-9.0,18.0,1.7
1822,1823,2014,86,Philadelphia Flyers,Mark Friedman,CA,D,18.0,2022.0,Waterloo Black Hawks (USHL),42.0,3.0,6.0,9.0,1.0,34.0,1.7
1825,1826,2014,89,Washington Capitals,Nathan Walker,GB,LW,20.0,2022.0,Hershey Bears (AHL),55.0,11.0,6.0,17.0,-4.0,16.0,1.4
1826,1827,2014,90,Los Angeles Kings,Michael Amadio,CA,C,18.0,2022.0,North Bay Battalion (OHL),229.0,27.0,31.0,58.0,-16.0,43.0,3.9
1827,1828,2014,91,Edmonton Oilers,William Lagesson,SE,D,18.0,2022.0,Frolunda HC Jr. (Sweden Jr.),60.0,0.0,7.0,7.0,-1.0,22.0,1.2
1830,1831,2014,94,St. Louis Blues,Ville Husso,FI,G,19.0,2022.0,HIFK (Finland),57.0,0.0,0.0,0.0,0.0,4.0,10.3
1833,1834,2014,97,Carolina Hurricanes,Lucas Wallmark,SE,C,19.0,2021.0,Lulea HF (Sweden),187.0,23.0,36.0,59.0,-15.0,64.0,3.7
1835,1836,2014,99,Winnipeg Jets,Chase De Leo,US,C,18.0,2022.0,Portland Winterhawks (WHL),7.0,0.0,0.0,0.0,-1.0,0.0,-0.2
1837,1838,2014,101,Winnipeg Jets,Nelson Nogier,CA,D,18.0,2019.0,Saskatoon Blades (WHL),11.0,0.0,0.0,0.0,-1.0,5.0,-0.1
1842,1843,2014,106,Detroit Red Wings,Christoffer Ehn,SE,C,18.0,2020.0,Frolunda HC Jr. (Sweden Jr.),114.0,5.0,8.0,13.0,-26.0,8.0,-1.0
1844,1845,2014,108,New York Islanders,Devon Toews,CA,D,20.0,2022.0,Quinnipiac (ECAC),235.0,33.0,101.0,134.0,89.0,56.0,27.2
1845,1846,2014,109,Minnesota Wild,Kaapo Kahkonen,FI,G,18.0,2022.0,Blues Jr. (Finland Jr.),65.0,0.0,1.0,1.0,0.0,4.0,10.9
1846,1847,2014,110,St. Louis Blues,Austin Poganski,US,RW,18.0,2022.0,Tri-City Storm (USHL),22.0,0.0,0.0,0.0,-4.0,7.0,-0.5
1848,1849,2014,112,Nashville Predators,Viktor Arvidsson,SE,LW,21.0,2022.0,Skelleftea AIK (Sweden),451.0,147.0,141.0,288.0,46.0,194.0,34.8
1849,1850,2014,113,Pittsburgh Penguins,Sam Lafferty,US,C/LW,19.0,2022.0,Deerfield Academy (High-MA),140.0,11.0,21.0,32.0,-17.0,81.0,1.1
1852,1853,2014,116,Boston Bruins,Danton Heinen,CA,C/LW,19.0,2022.0,Surrey (BCHL),348.0,62.0,92.0,154.0,15.0,60.0,14.4
